"Variables ->","obs_l_ystar_gap","obs_rstar_tnd","obs_l_cpistar","obs_l_enerstar","obs_l_foodstar","obs_l_rp_enerstar_gap","obs_l_rp_foodstar_gap","obs_istar","obs_l_s","obs_l_y","obs_l_y_agr","obs_l_cons","obs_l_inv","obs_l_gdem","obs_l_exp","obs_l_imp","obs_l_cpi","obs_l_cpi_food","obs_l_cpi_ener","obs_i","obs_prem_d","obs_l_md","obs_grants_y","obs_grev_y","obs_def_y"
"Comments ->","","combined CBO data & proj","","","","","","","","","","","","","","","","","","","","","","",""
"1995Q1",,,,,,,,,515.3098897705584704,,,,,,,,920.3816792743966744,738.0391626273304837,649.3491473863210786,0.0000000000000000,14.2107016624829878,364.0092268012090813,,,
"1995Q2",0.2027766098755363,,3.8279055322540696,290.0138720269860073,444.4925716917437057,8.7626464110920779,-3.9220667158117521,5.9756794382722012,561.0960308289070326,,,,,,,,866.5931001726548857,720.8765193540800738,636.2927374821441617,0.0000000000000000,15.2606631254691312,382.5989152101843729,,,
"1995Q3",0.0816264664233328,,6.0980470582171433,279.9717389628033857,450.5260055089838147,-4.4426731115378288,-0.6335757641643340,5.7190968865583640,574.6022130486298920,,,,,,,,815.3185479408285801,703.9660192136191199,623.1417721658291384,0.0000000000000000,16.5034097143443326,401.7150250375219116,,,
"1995Q4",-0.0362361762086425,,8.1665617712951164,283.1839852228403629,451.9534306764691109,-4.1974631510699965,-1.7470153576893495,5.5890610516836698,571.8430226180306590,,,,,,,,763.8267651531174351,687.2622167860281479,609.6261242442309367,0.0000000000000000,16.5118880028655681,410.7919537756552018,,,
"1996Q1",-0.2849246993228376,,9.0770609716972004,290.7629391999018367,454.6994551505660525,1.5642934017789116,-0.3785415636795619,5.2002775979287552,572.0825305930841296,,,,,,,,713.2250832632838637,670.6040403836486803,596.2146937091195014,0.0000000000000000,16.8025407648018152,411.0905259927888551,,,
"1996Q2",-0.4419313869123354,,8.2749029933323541,296.9730471014990485,462.7768690458162268,7.6616078517682809,8.0432165596461687,5.4854910961280732,572.7292816824519832,,,,,,,,665.7440159871413243,654.2194958610697313,583.2383462208908895,0.0000000000000000,16.7433499855605135,413.2097403151518051,,,
"1996Q3",-0.5072332653526352,,8.1441058957564341,302.6746327083160395,459.0240662954532809,12.5697316678074458,3.9768106355912209,5.6336224082712070,572.6652288746948898,,,,,,,,621.9260139647018377,638.1984939005698152,570.2950735028118743,0.0000000000000000,16.5994549194676750,416.4129841282143616,,,
"1996Q4",-0.4805311539024055,,7.4275725319715757,313.8244054842609785,448.8941439195127145,23.4966287036763219,-5.8684164295345340,5.4429155764084118,573.0608311659599394,,,,,,,,579.4714165510267776,622.4667417170933277,557.1450052419436361,0.0000000000000000,16.9264460494439035,419.4491403850789197,,,
"1997Q1",0.0031667201843568,,5.5925862582097317,304.8482838939519866,451.2905577657565459,15.3872352283423197,-2.0596289115723039,5.5330317964522138,572.0552184865500749,,,,,,,,539.7243477139188599,606.8765501900477375,544.2205571162485285,2.9558802241544431,12.5933833902281709,425.8885259130791496,,,
"1997Q2",0.3421729197076537,,3.7183851991654908,291.7230045399033429,450.4025656580585633,3.1106654872669424,-1.4864761184451254,5.7998116746318651,570.9333704694525977,,,,,,,,504.0621944115522410,591.5813850842728243,531.7995780812346993,8.6177696241052395,6.8858305858479714,443.6279527503469353,,,
"1997Q3",0.5374019989707373,,0.7659249846040845,292.6203544235158347,444.3847009319011363,5.8397495977095559,-4.9537620834692575,5.6744791272890369,570.2615126904194085,,,,,,,,473.0431252192000784,576.7245889547269826,519.5250113284715781,8.6177696241052395,6.7715807662169922,439.1551691300766720,,,
